match_key,match_date,season,top_disposal_player_id,top_disposal_player_id_value,top_goal_kicker_player_id,top_goal_kicker_player_id_value,top_fantasy_player_id,top_fantasy_player_id_value
2007-08-18|20|Carlton Blues|Essendon Bombers,2007-08-18,2007,45404.0,35.0,45677.0,6.0,43529,139
2007-08-18|20|Fremantle Dockers|St Kilda Saints,2007-08-18,2007,45582.0,26.0,45544.0,8.0,45409,136
2007-08-18|20|Richmond Tigers|West Coast Eagles,2007-08-18,2007,44221.0,31.0,44329.0,7.0,44329,129
2007-08-19|20|Adelaide Crows|Western Bulldogs,2007-08-19,2007,43428.0,31.0,45956.0,4.0,43428,127
2007-08-19|20|Geelong Cats|North Melbourne Kangaroos,2007-08-19,2007,43349.0,36.0,45757.0,5.0,43349,146
2007-08-19|20|Hawthorn Hawks|Port Adelaide Power,2007-08-19,2007,43621.0,38.0,43621.0,3.0,43621,164
2007-08-24|21|St Kilda Saints|West Coast Eagles,2007-08-24,2007,44733.0,31.0,44329.0,5.0,44733,160
2007-08-25|21|Adelaide Crows|Brisbane Lions,2007-08-25,2007,44767.0,38.0,43407.0,2.0,45501,135
2007-08-25|21|Carlton Blues|North Melbourne Kangaroos,2007-08-25,2007,43374.0,36.0,43778.0,4.0,43374,128
2007-08-25|21|Collingwood Magpies|Sydney Swans,2007-08-25,2007,45548.0,33.0,44838.0,4.0,45548,153
2007-08-25|21|Fremantle Dockers|Melbourne Demons,2007-08-25,2007,45346.0,31.0,45735.0,5.0,45793,127
2007-08-26|21|Essendon Bombers|Richmond Tigers,2007-08-26,2007,45627.0,31.0,45677.0,4.0,45833,130
2007-08-26|21|Geelong Cats|Port Adelaide Power,2007-08-26,2007,43621.0,32.0,43264.0,3.0,45443,117
2007-08-26|21|Hawthorn Hawks|Western Bulldogs,2007-08-26,2007,44898.0,39.0,44066.0,6.0,44066,143
2007-08-31|22|Adelaide Crows|Collingwood Magpies,2007-08-31,2007,45089.0,31.0,45396.0,3.0,44905,140
2007-09-01|22|Brisbane Lions|Geelong Cats,2007-09-01,2007,45665.0,33.0,45387.0,7.0,45665,132
2007-09-01|22|Essendon Bombers|West Coast Eagles,2007-09-01,2007,45595.0,34.0,45692.0,8.0,45595,126
2007-09-01|22|Fremantle Dockers|Port Adelaide Power,2007-09-01,2007,43621.0,31.0,43488.0,4.0,43621,124
2007-09-01|22|Richmond Tigers|St Kilda Saints,2007-09-01,2007,45377.0,31.0,45544.0,5.0,44590,128
2007-09-02|22|Carlton Blues|Melbourne Demons,2007-09-02,2007,45629.0,42.0,45841.0,6.0,45629,154
2007-09-02|22|Hawthorn Hawks|Sydney Swans,2007-09-02,2007,45548.0,27.0,45470.0,4.0,45548,105
2007-09-02|22|North Melbourne Kangaroos|Western Bulldogs,2007-09-02,2007,45824.0,31.0,44858.0,5.0,45624,122
2007-09-07|QF|Port Adelaide Power|West Coast Eagles,2007-09-07,2007,45392.0,29.0,44194.0,2.0,45898,135
2007-09-08|EF|Adelaide Crows|Hawthorn Hawks,2007-09-08,2007,45089.0,34.0,43847.0,7.0,45089,130
2007-09-08|EF|Collingwood Magpies|Sydney Swans,2007-09-08,2007,45548.0,29.0,45844.0,6.0,45844,111
2007-09-09|QF|Geelong Cats|North Melbourne Kangaroos,2007-09-09,2007,43262.0,32.0,45420.0,5.0,43262,133
2007-09-14|SF|Collingwood Magpies|West Coast Eagles,2007-09-14,2007,45048.0,38.0,45844.0,3.0,45048,158
2007-09-15|SF|Hawthorn Hawks|North Melbourne Kangaroos,2007-09-15,2007,44279.0,31.0,43778.0,4.0,44898,122
2007-09-21|PF|Collingwood Magpies|Geelong Cats,2007-09-21,2007,43262.0,31.0,43580.0,3.0,43349,121
2007-09-22|PF|North Melbourne Kangaroos|Port Adelaide Power,2007-09-22,2007,43543.0,32.0,43773.0,3.0,44298,125
2007-09-29|GF|Geelong Cats|Port Adelaide Power,2007-09-29,2007,43621.0,37.0,45757.0,5.0,45392,130
2008-03-20|1|Carlton Blues|Richmond Tigers,2008-03-20,2008,45092.0,28.0,45833.0,5.0,45092,124
2008-03-20|1|Geelong Cats|Port Adelaide Power,2008-03-20,2008,43621.0,31.0,43773.0,3.0,45442,149
2008-03-22|1|Brisbane Lions|West Coast Eagles,2008-03-22,2008,45359.0,30.0,45387.0,6.0,43634,121
2008-03-22|1|Collingwood Magpies|Fremantle Dockers,2008-03-22,2008,45048.0,27.0,45844.0,6.0,45048,122
2008-03-22|1|St Kilda Saints|Sydney Swans,2008-03-22,2008,44218.0,25.0,44239.0,2.0,44786,100
2008-03-23|1|Adelaide Crows|Western Bulldogs,2008-03-23,2008,43614.0,31.0,45396.0,5.0,43883,123
2008-03-23|1|Hawthorn Hawks|Melbourne Demons,2008-03-23,2008,44508.0,34.0,43847.0,6.0,45295,137
2008-03-24|1|Essendon Bombers|North Melbourne Kangaroos,2008-03-24,2008,45738.0,32.0,45677.0,6.0,45677,123
2008-03-28|2|Brisbane Lions|Collingwood Magpies,2008-03-28,2008,45048.0,28.0,45381.0,3.0,45395,117
2008-03-29|2|Adelaide Crows|West Coast Eagles,2008-03-29,2008,45733.0,31.0,45549.0,7.0,45549,161
2008-03-29|2|Carlton Blues|St Kilda Saints,2008-03-29,2008,43334.0,28.0,44501.0,4.0,44558,122
2008-03-29|2|Fremantle Dockers|Hawthorn Hawks,2008-03-29,2008,45585.0,31.0,43847.0,4.0,45122,106
2008-03-29|2|Melbourne Demons|Western Bulldogs,2008-03-29,2008,43645.0,31.0,45767.0,4.0,43645,139
2008-03-30|2|Essendon Bombers|Geelong Cats,2008-03-30,2008,43262.0,34.0,43863.0,3.0,45024,139
2008-03-30|2|North Melbourne Kangaroos|Richmond Tigers,2008-03-30,2008,43713.0,27.0,44177.0,7.0,44177,115
2008-03-30|2|Port Adelaide Power|Sydney Swans,2008-03-30,2008,44380.0,23.0,45563.0,5.0,45366,114
2008-04-04|3|St Kilda Saints|Western Bulldogs,2008-04-04,2008,43614.0,28.0,43940.0,3.0,43645,113
2008-04-05|3|Brisbane Lions|Sydney Swans,2008-04-05,2008,45782.0,27.0,45381.0,5.0,45563,117
2008-04-05|3|Carlton Blues|Essendon Bombers,2008-04-05,2008,44194.0,32.0,45513.0,8.0,45738,141
2008-04-05|3|Fremantle Dockers|West Coast Eagles,2008-04-05,2008,44221.0,33.0,45793.0,5.0,45188,120
2008-04-05|3|Hawthorn Hawks|North Melbourne Kangaroos,2008-04-05,2008,44898.0,34.0,43847.0,5.0,44898,141
2008-04-06|3|Adelaide Crows|Port Adelaide Power,2008-04-06,2008,45392.0,41.0,43488.0,4.0,45443,152
2008-04-06|3|Collingwood Magpies|Richmond Tigers,2008-04-06,2008,44905.0,33.0,44465.0,3.0,44465,131
2008-04-06|3|Geelong Cats|Melbourne Demons,2008-04-06,2008,45442.0,34.0,44012.0,5.0,45442,130
2008-04-11|4|Essendon Bombers|Western Bulldogs,2008-04-11,2008,45522.0,32.0,45001.0,3.0,45522,128
2008-04-12|4|Brisbane Lions|Port Adelaide Power,2008-04-12,2008,45359.0,32.0,45381.0,5.0,44852,113
2008-04-12|4|Geelong Cats|St Kilda Saints,2008-04-12,2008,44516.0,35.0,44161.0,4.0,44516,134
2008-04-12|4|Melbourne Demons|North Melbourne Kangaroos,2008-04-12,2008,45555.0,28.0,45919.0,5.0,45576,106
2008-04-12|4|Sydney Swans|West Coast Eagles,2008-04-12,2008,44380.0,25.0,44446.0,4.0,45336,106
2008-04-13|4|Adelaide Crows|Hawthorn Hawks,2008-04-13,2008,45561.0,38.0,43847.0,6.0,45561,161
2008-04-13|4|Carlton Blues|Collingwood Magpies,2008-04-13,2008,44905.0,27.0,45513.0,7.0,45157,118
2008-04-13|4|Fremantle Dockers|Richmond Tigers,2008-04-13,2008,45627.0,36.0,45833.0,4.0,45833,141
2008-04-18|5|Essendon Bombers|St Kilda Saints,2008-04-18,2008,45577.0,29.0,44786.0,3.0,45582,118
2008-04-19|5|Adelaide Crows|Fremantle Dockers,2008-04-19,2008,45733.0,34.0,45396.0,3.0,45733,115
2008-04-19|5|Brisbane Lions|Hawthorn Hawks,2008-04-19,2008,44508.0,32.0,43847.0,8.0,43847,127
2008-04-19|5|Collingwood Magpies|North Melbourne Kangaroos,2008-04-19,2008,45576.0,34.0,44465.0,5.0,44465,126
2008-04-19|5|Geelong Cats|Sydney Swans,2008-04-19,2008,43262.0,35.0,44161.0,4.0,43262,150
2008-04-20|5|Carlton Blues|Melbourne Demons,2008-04-20,2008,44448.0,32.0,45513.0,7.0,45555,139
2008-04-20|5|Port Adelaide Power|West Coast Eagles,2008-04-20,2008,43621.0,27.0,44446.0,5.0,44891,135
2008-04-20|5|Richmond Tigers|Western Bulldogs,2008-04-20,2008,43428.0,29.0,43888.0,3.0,45627,120
2008-04-25|6|Collingwood Magpies|Essendon Bombers,2008-04-25,2008,44673.0,33.0,44465.0,6.0,44673,150
2008-04-25|6|Fremantle Dockers|Geelong Cats,2008-04-25,2008,45442.0,35.0,45793.0,5.0,44856,128
2008-04-26|6|Adelaide Crows|Carlton Blues,2008-04-26,2008,45501.0,29.0,45396.0,4.0,45089,120
2008-04-26|6|Port Adelaide Power|St Kilda Saints,2008-04-26,2008,43621.0,33.0,44541.0,3.0,43537,123
2008-04-26|6|West Coast Eagles|Western Bulldogs,2008-04-26,2008,43645.0,32.0,45316.0,4.0,45767,149
2008-04-27|6|Brisbane Lions|Melbourne Demons,2008-04-27,2008,45359.0,36.0,45381.0,6.0,45390,133
2008-04-27|6|Hawthorn Hawks|Richmond Tigers,2008-04-27,2008,45121.0,33.0,44825.0,5.0,45833,130
2008-04-27|6|North Melbourne Kangaroos|Sydney Swans,2008-04-27,2008,45646.0,23.0,45783.0,3.0,45548,108
2008-05-02|7|Carlton Blues|West Coast Eagles,2008-05-02,2008,43529.0,42.0,45513.0,4.0,43529,140
2008-05-03|7|Adelaide Crows|North Melbourne Kangaroos,2008-05-03,2008,45881.0,31.0,44719.0,4.0,43407,114
2008-05-03|7|Brisbane Lions|Geelong Cats,2008-05-03,2008,44340.0,34.0,43569.0,3.0,44340,137
2008-05-03|7|Collingwood Magpies|Hawthorn Hawks,2008-05-03,2008,44508.0,39.0,43847.0,6.0,44905,150
2008-05-03|7|Richmond Tigers|St Kilda Saints,2008-05-03,2008,45309.0,29.0,44501.0,7.0,45833,133
2008-05-04|7|Essendon Bombers|Port Adelaide Power,2008-05-04,2008,44852.0,33.0,44541.0,7.0,44852,144
2008-05-04|7|Fremantle Dockers|Melbourne Demons,2008-05-04,2008,45390.0,31.0,45793.0,5.0,45390,131
2008-05-04|7|Sydney Swans|Western Bulldogs,2008-05-04,2008,45782.0,32.0,43614.0,5.0,45624,114
2008-05-16|8|Collingwood Magpies|St Kilda Saints,2008-05-16,2008,43334.0,30.0,43727.0,3.0,45582,124
2008-05-17|8|Brisbane Lions|Carlton Blues,2008-05-17,2008,45863.0,39.0,45387.0,6.0,45629,150
2008-05-17|8|Geelong Cats|Richmond Tigers,2008-05-17,2008,43262.0,27.0,45420.0,4.0,43262,135
2008-05-17|8|Hawthorn Hawks|Port Adelaide Power,2008-05-17,2008,44279.0,36.0,43847.0,6.0,43488,143
2008-05-17|8|North Melbourne Kangaroos|West Coast Eagles,2008-05-17,2008,45521.0,29.0,43963.0,3.0,43963,123
2008-05-18|8|Adelaide Crows|Melbourne Demons,2008-05-18,2008,43379.0,27.0,45396.0,5.0,45396,139
2008-05-18|8|Essendon Bombers|Sydney Swans,2008-05-18,2008,45646.0,29.0,45783.0,6.0,44169,132
2008-05-18|8|Fremantle Dockers|Western Bulldogs,2008-05-18,2008,45346.0,29.0,45793.0,4.0,45346,115
2008-05-23|9|Collingwood Magpies|Geelong Cats,2008-05-23,2008,43262.0,29.0,43580.0,4.0,45048,123
2008-05-24|9|Adelaide Crows|West Coast Eagles,2008-05-24,2008,44818.0,35.0,43379.0,2.0,45089,153
2008-05-24|9|Carlton Blues|Fremantle Dockers,2008-05-24,2008,43374.0,31.0,45793.0,4.0,45904,121
2008-05-24|9|Essendon Bombers|Richmond Tigers,2008-05-24,2008,43713.0,29.0,45677.0,4.0,43836,122
2008-05-24|9|Port Adelaide Power|Sydney Swans,2008-05-24,2008,45646.0,31.0,43773.0,6.0,45646,115
2008-05-25|9|Brisbane Lions|St Kilda Saints,2008-05-25,2008,45582.0,32.0,45381.0,6.0,45387,142
2008-05-25|9|Hawthorn Hawks|Melbourne Demons,2008-05-25,2008,44508.0,33.0,43847.0,3.0,44448,127
2008-05-25|9|North Melbourne Kangaroos|Western Bulldogs,2008-05-25,2008,43614.0,33.0,45316.0,4.0,43614,113
2008-05-30|10|Adelaide Crows|Essendon Bombers,2008-05-30,2008,45089.0,33.0,44458.0,3.0,45089,137
2008-05-31|10|Brisbane Lions|North Melbourne Kangaroos,2008-05-31,2008,45359.0,30.0,45381.0,6.0,45387,133
2008-05-31|10|Carlton Blues|Geelong Cats,2008-05-31,2008,45442.0,34.0,44161.0,5.0,44161,163
2008-05-31|10|Collingwood Magpies|West Coast Eagles,2008-05-31,2008,45048.0,36.0,44465.0,5.0,43634,152
2008-05-31|10|Hawthorn Hawks|Western Bulldogs,2008-05-31,2008,43645.0,31.0,43847.0,5.0,43883,131
2008-06-01|10|Fremantle Dockers|Port Adelaide Power,2008-06-01,2008,43621.0,31.0,44541.0,5.0,44856,117
2008-06-01|10|Melbourne Demons|St Kilda Saints,2008-06-01,2008,43334.0,29.0,44870.0,5.0,43334,142
2008-06-01|10|Richmond Tigers|Sydney Swans,2008-06-01,2008,43713.0,32.0,43475.0,3.0,43713,118
2008-06-06|11|Geelong Cats|North Melbourne Kangaroos,2008-06-06,2008,43262.0,39.0,45757.0,7.0,43262,148
2008-06-07|11|Adelaide Crows|Richmond Tigers,2008-06-07,2008,45309.0,34.0,45089.0,6.0,45089,129
2008-06-07|11|Essendon Bombers|Hawthorn Hawks,2008-06-07,2008,44279.0,28.0,43847.0,9.0,43847,138
2008-06-07|11|Sydney Swans|West Coast Eagles,2008-06-07,2008,44355.0,28.0,43384.0,2.0,44355,134
2008-06-08|11|Brisbane Lions|Fremantle Dockers,2008-06-08,2008,44159.0,30.0,45387.0,3.0,44159,141
2008-06-08|11|Carlton Blues|Port Adelaide Power,2008-06-08,2008,44558.0,33.0,44243.0,3.0,43621,134
2008-06-08|11|St Kilda Saints|Western Bulldogs,2008-06-08,2008,43428.0,34.0,45316.0,6.0,45316,147
2008-06-09|11|Collingwood Magpies|Melbourne Demons,2008-06-09,2008,44448.0,36.0,45054.0,3.0,45395,154
2008-06-13|12|Essendon Bombers|West Coast Eagles,2008-06-13,2008,44046.0,27.0,45974.0,4.0,44046,133
2008-06-14|12|Adelaide Crows|Hawthorn Hawks,2008-06-14,2008,45089.0,33.0,44719.0,3.0,43407,151
2008-06-14|12|Brisbane Lions|Western Bulldogs,2008-06-14,2008,43614.0,37.0,45956.0,5.0,43614,148
2008-06-14|12|Fremantle Dockers|North Melbourne Kangaroos,2008-06-14,2008,45576.0,29.0,45793.0,8.0,45793,123
2008-06-14|12|St Kilda Saints|Sydney Swans,2008-06-14,2008,44463.0,28.0,43867.0,3.0,44463,119
2008-06-15|12|Carlton Blues|Collingwood Magpies,2008-06-15,2008,44558.0,31.0,45513.0,8.0,45513,155
2008-06-15|12|Geelong Cats|Port Adelaide Power,2008-06-15,2008,45442.0,34.0,45420.0,4.0,43262,127
2008-06-15|12|Melbourne Demons|Richmond Tigers,2008-06-15,2008,43713.0,29.0,45833.0,5.0,45833,145
2008-06-20|13|Fremantle Dockers|St Kilda Saints,2008-06-20,2008,43334.0,32.0,45793.0,5.0,44786,152
2008-06-21|13|Adelaide Crows|Brisbane Lions,2008-06-21,2008,45813.0,40.0,43569.0,3.0,43442,138
2008-06-21|13|Geelong Cats|West Coast Eagles,2008-06-21,2008,43262.0,37.0,45420.0,5.0,43262,147
2008-06-21|13|Hawthorn Hawks|North Melbourne Kangaroos,2008-06-21,2008,44508.0,38.0,45082.0,4.0,44508,141
2008-06-21|13|Port Adelaide Power|Richmond Tigers,2008-06-21,2008,45377.0,39.0,44102.0,6.0,45377,180
2008-06-22|13|Carlton Blues|Essendon Bombers,2008-06-22,2008,45904.0,30.0,45513.0,7.0,44515,134
2008-06-22|13|Collingwood Magpies|Western Bulldogs,2008-06-22,2008,44905.0,31.0,45562.0,3.0,44905,136
2008-06-22|13|Melbourne Demons|Sydney Swans,2008-06-22,2008,45646.0,27.0,45563.0,5.0,45563,115
2008-06-27|14|Hawthorn Hawks|West Coast Eagles,2008-06-27,2008,44221.0,40.0,44825.0,6.0,44733,135
2008-06-28|14|Carlton Blues|Richmond Tigers,2008-06-28,2008,45377.0,32.0,45513.0,4.0,43713,132
2008-06-28|14|North Melbourne Kangaroos|St Kilda Saints,2008-06-28,2008,45881.0,32.0,44501.0,4.0,44786,128
2008-06-28|14|Port Adelaide Power|Western Bulldogs,2008-06-28,2008,43621.0,41.0,45316.0,4.0,43621,131
2008-06-29|14|Brisbane Lions|Melbourne Demons,2008-06-29,2008,44156.0,33.0,45387.0,5.0,45555,145
2008-06-29|14|Essendon Bombers|Fremantle Dockers,2008-06-29,2008,45191.0,36.0,45793.0,6.0,44856,129
2008-07-04|14|Adelaide Crows|Geelong Cats,2008-07-04,2008,43349.0,41.0,44303.0,4.0,43349,145
2008-07-05|14|Collingwood Magpies|Sydney Swans,2008-07-05,2008,45048.0,30.0,43580.0,3.0,45646,131
2008-07-11|15|Carlton Blues|St Kilda Saints,2008-07-11,2008,44194.0,30.0,44501.0,5.0,44786,121
2008-07-12|15|Adelaide Crows|Collingwood Magpies,2008-07-12,2008,44231.0,37.0,44465.0,5.0,44465,128
2008-07-12|15|Brisbane Lions|Essendon Bombers,2008-07-12,2008,45213.0,33.0,45387.0,5.0,45001,174
2008-07-12|15|Fremantle Dockers|Geelong Cats,2008-07-12,2008,43796.0,37.0,44303.0,4.0,43796,157
2008-07-12|15|North Melbourne Kangaroos|Port Adelaide Power,2008-07-12,2008,43621.0,30.0,43773.0,3.0,44309,118
2008-07-13|15|Hawthorn Hawks|Sydney Swans,2008-07-13,2008,45646.0,29.0,43847.0,4.0,45548,112
2008-07-13|15|Melbourne Demons|Western Bulldogs,2008-07-13,2008,45390.0,38.0,44495.0,3.0,45390,141
2008-07-13|15|Richmond Tigers|West Coast Eagles,2008-07-13,2008,44451.0,33.0,44785.0,5.0,43634,152
2008-07-18|16|Collingwood Magpies|North Melbourne Kangaroos,2008-07-18,2008,45212.0,27.0,43294.0,4.0,44684,129
2008-07-19|16|Brisbane Lions|West Coast Eagles,2008-07-19,2008,43634.0,36.0,45381.0,4.0,43634,157
2008-07-19|16|Essendon Bombers|Richmond Tigers,2008-07-19,2008,45001.0,27.0,44538.0,4.0,45001,135
2008-07-19|16|Geelong Cats|Western Bulldogs,2008-07-19,2008,45748.0,32.0,43863.0,4.0,45024,122
2008-07-19|16|Hawthorn Hawks|St Kilda Saints,2008-07-19,2008,44857.0,32.0,44786.0,6.0,44857,131
2008-07-20|16|Adelaide Crows|Port Adelaide Power,2008-07-20,2008,44852.0,33.0,43773.0,4.0,45492,138
2008-07-20|16|Carlton Blues|Sydney Swans,2008-07-20,2008,43529.0,29.0,45513.0,5.0,45782,155
2008-07-20|16|Fremantle Dockers|Melbourne Demons,2008-07-20,2008,45793.0,28.0,45793.0,5.0,45793,148
2008-07-25|17|Geelong Cats|Hawthorn Hawks,2008-07-25,2008,43349.0,36.0,43847.0,4.0,43349,147
2008-07-26|17|Adelaide Crows|Sydney Swans,2008-07-26,2008,45782.0,35.0,44719.0,5.0,45782,138
2008-07-26|17|Brisbane Lions|Richmond Tigers,2008-07-26,2008,45627.0,31.0,45309.0,4.0,45833,132
2008-07-26|17|Collingwood Magpies|Essendon Bombers,2008-07-26,2008,45191.0,41.0,45213.0,4.0,45213,131
2008-07-26|17|St Kilda Saints|West Coast Eagles,2008-07-26,2008,45582.0,31.0,44786.0,5.0,44329,119
2008-07-27|17|Carlton Blues|Western Bulldogs,2008-07-27,2008,44194.0,32.0,45513.0,6.0,45513,114
2008-07-27|17|Fremantle Dockers|Port Adelaide Power,2008-07-27,2008,43621.0,39.0,45214.0,4.0,43621,128
2008-07-27|17|Melbourne Demons|North Melbourne Kangaroos,2008-07-27,2008,45881.0,30.0,45082.0,5.0,45212,114
2008-08-01|18|Collingwood Magpies|Hawthorn Hawks,2008-08-01,2008,44279.0,38.0,43847.0,8.0,43847,139
2008-08-02|18|Adelaide Crows|Carlton Blues,2008-08-02,2008,43379.0,40.0,45513.0,5.0,43379,146
2008-08-02|18|Brisbane Lions|North Melbourne Kangaroos,2008-08-02,2008,43672.0,34.0,45381.0,5.0,43442,114
2008-08-02|18|Essendon Bombers|Melbourne Demons,2008-08-02,2008,44690.0,30.0,45677.0,8.0,45054,132
2008-08-02|18|Geelong Cats|Richmond Tigers,2008-08-02,2008,43349.0,32.0,43863.0,3.0,43349,144
2008-08-03|18|Fremantle Dockers|West Coast Eagles,2008-08-03,2008,43634.0,25.0,45735.0,5.0,45735,111
2008-08-03|18|Port Adelaide Power|St Kilda Saints,2008-08-03,2008,43925.0,34.0,44786.0,3.0,43925,127
2008-08-03|18|Sydney Swans|Western Bulldogs,2008-08-03,2008,45782.0,28.0,44463.0,6.0,44463,122
2008-08-08|19|Geelong Cats|Melbourne Demons,2008-08-08,2008,43796.0,33.0,44303.0,4.0,44340,136
2008-08-09|19|Brisbane Lions|Hawthorn Hawks,2008-08-09,2008,44066.0,31.0,43847.0,6.0,45450,123
2008-08-09|19|Carlton Blues|Port Adelaide Power,2008-08-09,2008,43529.0,34.0,45513.0,4.0,43884,130
2008-08-09|19|Collingwood Magpies|St Kilda Saints,2008-08-09,2008,43903.0,32.0,43294.0,3.0,45530,124
2008-08-09|19|Fremantle Dockers|Sydney Swans,2008-08-09,2008,45367.0,30.0,45548.0,8.0,45548,116
2008-08-10|19|Adelaide Crows|Richmond Tigers,2008-08-10,2008,45121.0,34.0,43894.0,2.0,43379,138
2008-08-10|19|Essendon Bombers|West Coast Eagles,2008-08-10,2008,45191.0,31.0,44446.0,7.0,45382,111
2008-08-10|19|North Melbourne Kangaroos|Western Bulldogs,2008-08-10,2008,45824.0,29.0,45624.0,5.0,45576,124
2008-08-15|20|Collingwood Magpies|Port Adelaide Power,2008-08-15,2008,43488.0,33.0,43580.0,4.0,45658,123
2008-08-16|20|Adelaide Crows|Essendon Bombers,2008-08-16,2008,44579.0,33.0,43894.0,5.0,43894,128
2008-08-16|20|Brisbane Lions|Western Bulldogs,2008-08-16,2008,43614.0,31.0,43883.0,3.0,44250,119
2008-08-16|20|Geelong Cats|Sydney Swans,2008-08-16,2008,43262.0,32.0,45563.0,5.0,43262,126
2008-08-16|20|Melbourne Demons|West Coast Eagles,2008-08-16,2008,45505.0,37.0,44446.0,2.0,43304,145
2008-08-17|20|Carlton Blues|North Melbourne Kangaroos,2008-08-17,2008,45576.0,30.0,45513.0,6.0,45576,121
2008-08-17|20|Fremantle Dockers|St Kilda Saints,2008-08-17,2008,44646.0,30.0,44786.0,5.0,43821,127
2008-08-17|20|Hawthorn Hawks|Richmond Tigers,2008-08-17,2008,45377.0,38.0,43608.0,3.0,45377,173
2008-08-22|21|Essendon Bombers|Western Bulldogs,2008-08-22,2008,43645.0,29.0,45562.0,6.0,45001,115
2008-08-23|21|Brisbane Lions|Carlton Blues,2008-08-23,2008,45904.0,35.0,45381.0,6.0,45904,134
2008-08-23|21|Collingwood Magpies|Sydney Swans,2008-08-23,2008,45048.0,31.0,43580.0,5.0,45048,122
2008-08-23|21|Fremantle Dockers|Richmond Tigers,2008-08-23,2008,45121.0,31.0,44538.0,3.0,45121,145
2008-08-23|21|Melbourne Demons|Port Adelaide Power,2008-08-23,2008,45392.0,37.0,44541.0,5.0,45392,130
2008-08-24|21|Adelaide Crows|St Kilda Saints,2008-08-24,2008,44516.0,31.0,44786.0,3.0,43903,136
2008-08-24|21|Geelong Cats|North Melbourne Kangaroos,2008-08-24,2008,43349.0,37.0,43963.0,8.0,43349,145
2008-08-24|21|Hawthorn Hawks|West Coast Eagles,2008-08-24,2008,44508.0,34.0,43463.0,4.0,45505,127
2008-08-29|22|Collingwood Magpies|Fremantle Dockers,2008-08-29,2008,44646.0,27.0,43432.0,3.0,45469,119
2008-08-30|22|Adelaide Crows|Western Bulldogs,2008-08-30,2008,43883.0,32.0,45501.0,3.0,43888,117
2008-08-30|22|Brisbane Lions|Sydney Swans,2008-08-30,2008,44463.0,28.0,44524.0,4.0,43475,122
2008-08-30|22|Carlton Blues|Hawthorn Hawks,2008-08-30,2008,44558.0,36.0,45513.0,7.0,43884,135
2008-08-30|22|Geelong Cats|West Coast Eagles,2008-08-30,2008,45674.0,34.0,44161.0,6.0,44161,138
2008-08-30|22|North Melbourne Kangaroos|Port Adelaide Power,2008-08-30,2008,45392.0,45.0,44808.0,5.0,45392,151
2008-08-31|22|Essendon Bombers|St Kilda Saints,2008-08-31,2008,43903.0,30.0,44501.0,7.0,44501,143
2008-08-31|22|Melbourne Demons|Richmond Tigers,2008-08-31,2008,45377.0,34.0,43713.0,4.0,45377,149
2008-09-05|QF|Hawthorn Hawks|Western Bulldogs,2008-09-05,2008,43645.0,39.0,43847.0,8.0,43645,151
2008-09-06|EF|Adelaide Crows|Collingwood Magpies,2008-09-06,2008,45048.0,27.0,45014.0,6.0,45014,124
2008-09-06|EF|North Melbourne Kangaroos|Sydney Swans,2008-09-06,2008,43475.0,27.0,44132.0,3.0,43475,98
2008-09-07|QF|Geelong Cats|St Kilda Saints,2008-09-07,2008,43262.0,35.0,45757.0,3.0,43262,129
2008-09-12|SF|Sydney Swans|Western Bulldogs,2008-09-12,2008,43428.0,33.0,45563.0,4.0,43428,131
2008-09-13|SF|Collingwood Magpies|St Kilda Saints,2008-09-13,2008,44857.0,32.0,44786.0,5.0,44857,135
2008-09-19|PF|Geelong Cats|Western Bulldogs,2008-09-19,2008,43645.0,32.0,43988.0,2.0,43645,125
2008-09-20|PF|Hawthorn Hawks|St Kilda Saints,2008-09-20,2008,43903.0,33.0,45245.0,5.0,43903,146
2008-09-27|GF|Geelong Cats|Hawthorn Hawks,2008-09-27,2008,43262.0,34.0,45245.0,3.0,43792,136
2009-03-26|1|Carlton Blues|Richmond Tigers,2009-03-26,2009,43884.0,30.0,43383.0,5.0,45233,131
2009-03-27|1|Geelong Cats|Hawthorn Hawks,2009-03-27,2009,43262.0,35.0,43847.0,5.0,44161,124
2009-03-28|1|Adelaide Crows|Collingwood Magpies,2009-03-28,2009,45733.0,30.0,45014.0,3.0,45149,131
2009-03-28|1|Brisbane Lions|West Coast Eagles,2009-03-28,2009,45629.0,37.0,44266.0,6.0,45629,140
2009-03-28|1|St Kilda Saints|Sydney Swans,2009-03-28,2009,44857.0,27.0,44501.0,3.0,44857,115
2009-03-29|1|Essendon Bombers|Port Adelaide Power,2009-03-29,2009,45392.0,32.0,44541.0,4.0,45001,125
2009-03-29|1|Fremantle Dockers|Western Bulldogs,2009-03-29,2009,43428.0,33.0,45562.0,5.0,43883,129
2009-03-29|1|Melbourne Demons|North Melbourne Kangaroos,2009-03-29,2009,44514.0,29.0,44433.0,3.0,43991,150
2009-04-03|2|Adelaide Crows|St Kilda Saints,2009-04-03,2009,44857.0,35.0,44239.0,4.0,44516,127
2009-04-04|2|Brisbane Lions|Carlton Blues,2009-04-04,2009,43884.0,34.0,45381.0,6.0,43884,152
2009-04-04|2|Collingwood Magpies|Melbourne Demons,2009-04-04,2009,45048.0,33.0,43294.0,4.0,43727,131
2009-04-04|2|Geelong Cats|Richmond Tigers,2009-04-04,2009,43713.0,30.0,44161.0,4.0,45309,135
